Link,Count
wiki/Perl_golf,1
wiki/Perl_Golf_Apocalypse,1
wiki/Perl_language_structure,1
wiki/Perl_package_manager,1
wiki/Perlit_(Stahl),1
wiki/PerlTidy,1
wiki/Permil,1
wiki/PERMIS,1
wiki/Permutation_polynomial,1
wiki/Permutohedron,1
wiki/Perpendicular,1
wiki/Perpendicular_axis_theorem,1
wiki/Perpetual_beta,1
wiki/Perpetual_motion,1
wiki/Perron-Frobenius_theorem,1
wiki/Persian_Calendar,1
wiki/Persistence_framework,1
wiki/Persistent_data,1
wiki/Persistent_Object_Identifier,1
wiki/Persistent_object_store,1
wiki/Persistent_programming_language,1
wiki/Perso-Arabic_alphabet,1
wiki/Persona,1
wiki/Persona_non_grata,1
wiki/Personal,1
wiki/Personal_Basis_Profile,1
wiki/Personal_firewall,1
wiki/Personal_identification_number_(Denmark),1
wiki/Personal_message,1
wiki/Personal_Printer_Data_Stream,1
wiki/Personal_pronoun,1
wiki/Personalization,1
wiki/Perspective_%28graphical%29,1
wiki/Perspective_(software),1
wiki/Perspective_(visual),1
wiki/Perspective_control_lens,1
wiki/Perspective_distortion_(photography),1
wiki/Perspective_divide,1
wiki/Perspective_projection_distortion,1
wiki/PERT_distribution,1
wiki/Perturbation_theory,1
wiki/Perverse_incentive,1
wiki/Pessimistic_estimator,1
wiki/PEST_analysis,1
wiki/Pet_sitting,1
wiki/Peter_Chen,1
wiki/Peter_J._Weinberger,1
wiki/Peter_Norton,1
wiki/Peter_Principle,1
wiki/Petkov%C5%A1ek,1
wiki/Petri_nets,1
wiki/Petro_Vlahos,1
wiki/Petronas_Twin_Towers,1
wiki/Petropavlovsk-Kamchatsky,1
wiki/Peukert,1
wiki/PF_(firewall),1
wiki/Pfeffern%C3%BCsse,1
wiki/Pgp,1
wiki/PH,1
wiki/Pha%CC%8Dk-oa-chhi_romanization,1
wiki/Phabricator,1
wiki/Phalanger,1
wiki/Phalanger_(compiler),1
wiki/PHAR_(file_format),1
wiki/Phar_Lap_%28company%29,1
wiki/Pharmacode,1
wiki/Pharmacokinetics,1
wiki/Phase_%28waves%29,1
wiki/Phase_(waves),1
wiki/Phase_correlation-,1
wiki/Phase_distinction,1
wiki/Phase_distortion,1
wiki/Phase_shift,1
wiki/Phase_stretch_transform,1
wiki/Phase_transition,1
wiki/Phased_array,1
wiki/Phaser_(effect),1
wiki/Phasor_measurement_unit,1
wiki/Phenotype_microarray,1
wiki/Phenyl_group,1
wiki/Phigs,1
wiki/Phil_Heath,1
wiki/Philippe_Kruchten,1
wiki/Philosophy,1
wiki/Philosophy_of_language,1
wiki/Phon,1
wiki/Phone_connector_%28audio%29,1
wiki/Phone_connector_(audio),1
wiki/Phonemes,1
wiki/Phonetic_alphabet,1
wiki/Phonetic_search_technology,1
wiki/Phonetic_string_matching,1
wiki/Phonetics,1
wiki/Phoning_home,1
wiki/Phonological_rule,1
wiki/Phonon_(KDE),1
wiki/Photo_Booth,1
wiki/Photo_CD,1
wiki/Photo_print_sizes,1
wiki/Photo_recovery,1
wiki/Photodiode,1
wiki/Photographic_filter,1
wiki/Photography_and_the_law,1
wiki/PhotoRec,1
wiki/Photoreceptor_cell,1
wiki/PHP%23Mascot,1
wiki/PHP/Java_Bridge,1
wiki/Php_%28programming_language%29,1
wiki/PHP_Extension_Community_Library,1
wiki/Php_framework,1
wiki/PHP_IDE,1
wiki/PHP_License,1
wiki/PhpDocumentor,1
wiki/PhpGmailDrive,1
wiki/PHP-GTK,1
wiki/Phplist,1
wiki/PhpMyBibli,1
wiki/PHP-Nuke,1
wiki/PhpPgAdmin,1
wiki/PHP-Qt,1
wiki/PHPTemplate,1
wiki/Phrack,1
wiki/Phrasal_verb,1
wiki/Phrase_chunking,1
wiki/Phrase_search,1
wiki/Phrase_structure_rules,1
wiki/Phrases_from_The_Hitchhiker,1
wiki/PHY_%28chip%29,1
wiki/PHY_(chip),1
wiki/Phylogenetics,1
wiki/PhyreEngine,1
wiki/Physical_memory,1
wiki/Physical_modeling_synthesis,1
wiki/Physical_quantity,1
wiki/Physically_based_rendering,1
wiki/Physics,1
wiki/Physics_of_music,1
wiki/Piano,1
wiki/Piano_tuning,1
wiki/PIC_instruction_listings,1
wiki/PIC16x84,1
wiki/Pica_(typography),1
wiki/Pica_(unit_of_measure),1
wiki/Picard%E2%80%93Lindel%C3%B6f_theorem,1
wiki/Pico_(text_editor),1
wiki/Pico_programming_language,1
wiki/Picocell,1
wiki/PicoChip,1
wiki/Picross_Ds,1
wiki/Pictogram,1
wiki/PICtor_PIC_image_format,1
wiki/Pidgin,1
wiki/Pidof,1
wiki/Pie_chart,1
wiki/Piet_%28programming_language%29,1
wiki/Piet_Mondrian,1
wiki/Pieter_Brueghel_the_Younger,1
wiki/Pig_%28programming_tool%29,1
wiki/Pig_(programming_tool),1
wiki/Pigeonholing,1
wiki/Piggybacking_(data_transmission),1
wiki/PiHex,1
wiki/Pike_%28programming_language%29,1
wiki/Piledriver_(microarchitecture),1
wiki/Pill_organizer,1
wiki/Pillarbox,1
wiki/Pilot_(operating_system),1
wiki/Pimp,1
wiki/Pin_(computer_program),1
wiki/Pine_%28e-mail_client%29,1
wiki/Pine_(email_client),1
wiki/Ping.fm,1
wiki/Ping_(blogging),1
wiki/Ping_blog,1
wiki/Ping_of_death,1
wiki/Ping-pong_scheme,1
wiki/Pink_Floyd,1
wiki/Pint,1
wiki/Pinta_%28software%29,1
wiki/Pintos,1
wiki/Pip_(Python),1
wiki/Pipe_%28Informatik%29,1
wiki/Pipe_(character),1
wiki/Pipe_(computing),1
wiki/Piping,1
wiki/PIPT,1
wiki/Pirni,1
wiki/Pit_%28game%29,1
wiki/Pitcairn_Islands,1
wiki/Pitch_class,1
wiki/Pitch_detection,1
wiki/Pivoting,1
wiki/PIX_%28Microsoft%29,1
wiki/Pixel_art,1
wiki/Pixel_C,1
wiki/Pixel-art_scaling_algorithms,1
wiki/Pixelmator,1
wiki/Pixo,1
wiki/Pizza,1
wiki/Pizza_box_form_factor,1
wiki/Pizza_programming_language,1
wiki/PJ_Plauger,1
wiki/PKCS_%E2%99%AF1,1
wiki/PKI_Resource_Query_Protocol,1
wiki/PL/1,1
wiki/PL/C,1
wiki/Placeholder_name,1
wiki/Placement_(EDA),1
wiki/Plackett-Burman_design,1
wiki/Plague_%28disease%29,1
wiki/Plain_English,1
wiki/Plain_language,1
wiki/Plain_Old_Semantic_HTML,1
wiki/Planar_%28computer_graphics%29,1
wiki/Planar_(computer_graphics),1
wiki/Planck,1
wiki/Plane_(mathematics),1
wiki/Plane_partition,1
wiki/Plane_sweep,1
wiki/Planimeter,1
wiki/Planner_%28programming_language%29,1
wiki/Plant,1
wiki/Plant_ontology,1
wiki/Planted_motif_search,1
wiki/PlantUML,1
wiki/Plaque_d%27immatriculation_fran%C3%A7aise,1
wiki/Plasmid,1
wiki/Plastic,1
wiki/Plate_notation,1
wiki/Plate_spinning,1
wiki/Plate_tectonics,1
wiki/Platen,1
wiki/Platform_Builder,1
wiki/Platform_game,1
wiki/Platonic_realism,1
wiki/Platypus,1
wiki/Play_Your_Cards_Right,1
wiki/Player_character,1
wiki/Playing_Cards_%28Unicode_block%29,1
wiki/PlayReady,1
wiki/PLCB1,1
wiki/Plik:Factory_Method_UML_class_diagram.svg,1
wiki/Plik:Parallelization_graph.jpg,1
wiki/Plink,1
wiki/PLINQ,1
wiki/Plone_(software),1
wiki/Plotter,1
wiki/Plug_computer,1
wiki/Plugboard,1
wiki/Plugin,1
wiki/Plummer_model,1
wiki/Plural,1
wiki/Plural_form_of_words_ending_in_-us,1
wiki/Plurality_voting_system,1
wiki/Pluto,1
wiki/PMAC_%28cryptography%29,1
wiki/PMD_(software),1
wiki/PMML,1
wiki/PMTU_blackhole,1
wiki/Pneumonoultramicroscopicsilicovolcanoconiosis,1
wiki/PNG_file_format,1
wiki/P-norm,1
wiki/Pocket_PC,1
wiki/POD,1
wiki/Poetics_(Aristotle),1
wiki/POHMELFS,1
wiki/Poincar%C3%A9%E2%80%93Miranda_theorem,1
wiki/Poincar%C3%A9_half-plane_model,1
wiki/Poincar%C3%A9_recurrence_theorem,1
wiki/Point_,1
wiki/Point_of_interest,1
wiki/Point_of_presence,1
wiki/Point_on_plane_closest_to_origin,1
wiki/Point_particle,1
wiki/Point_size,1
wiki/Point_to_Point_Encryption,1
wiki/Pointed_space,1
wiki/Pointer_to_function,1
wiki/Pointer_trails,1
wiki/Points_of_presence,1
wiki/Point-slope_formula,1
wiki/Points-to_analysis,1
wiki/Point-to-point_(telecommunications),1
wiki/Point-to-Point_Protocol_daemon,1
wiki/Pointwise_product,1
wiki/Poisson%27s_equation,1
wiki/Poisson%E2%80%93Boltzmann_equation,1
wiki/Poisson_distribution/%22Wikipedia%22,1
wiki/Poisson_sampling,1
wiki/Poisson_summation_formula,1
wiki/Pok%C3%A9mon_Trading_Card_Game_%28video_game%29,1
wiki/Poker_dice,1
wiki/Poker_hand,1
wiki/Poker_probability_,1
wiki/Poker_probability_%28Texas_hold_%27em%29,1
wiki/Poker_probability_(Texas_hold_%27em),1
wiki/Poland,1
wiki/Polar_night,1
wiki/Polaris_%28poker_bot%29,1
wiki/Polarization_(waves),1
wiki/Polarized_3D_glasses,1
wiki/Polarizer,1
wiki/Polar-Methode,1
wiki/Pole%E2%80%93zero_diagram,1
wiki/Pole_and_polar,1
wiki/Policy_pattern,1
wiki/Polimorphism,1
wiki/Polipo,1
wiki/Polish_code_pages,1
wiki/Polish_grammar,1
wiki/Polish_prisoners_of_war_in_Soviet_Union_(after_1939),1
wiki/Polish_prisoners_of_war_in_the_Soviet_Union_(after_1939),1
wiki/Polish_songs_(Chopin),1
"wiki/Political_party_strength_in_Washington,_D.C",1
wiki/Politically_exposed_person,1
wiki/Pollaczek-Khinchine_formula,1
wiki/Pollard%27s_p_%E2%88%92_1_algorithm,1
wiki/Pollard&,1
wiki/POLQA,1
wiki/Poltergeist_%28computer_programming%29,1
wiki/Poly(methyl_methacrylate),1
wiki/Polya_conjecture,1
wiki/Polyalphabetic_substitution,1
wiki/Polychoron,1
wiki/Polycube,1
wiki/Polygon_area,1
wiki/Polygraph,1
wiki/Polyhedra_DBMS,1
wiki/Polylogarithm,1
wiki/Polymer,1
wiki/Polymerase_chain_reaction,1
wiki/Polymorphism_(biology),1
wiki/Polynomial_arithmetic,1
wiki/Polynomial_code,1
wiki/Polynomial_factorization,1
wiki/Polynomial_matrix,1
wiki/Polynomial_regressions,1
wiki/Polynomial_remainder_theorem,1
wiki/Polynomial_time_reduction,1
wiki/Polyphasic_sleep,1
wiki/Polysemy,1
wiki/Polystyrene,1
wiki/Polytomy,1
wiki/Polyworld,1
wiki/POMDP,1
wiki/Pompei,1
wiki/PONIE,1
wiki/Pontryagin%27s_maximum_principle,1
wiki/Ponzo_illusion,1
wiki/Pooled_variance,1
wiki/Pooling_(resource_management),1
wiki/Pop_music,1
wiki/Pop_music%3Cbr%20/%3E,1
wiki/Pop3s,1
wiki/Popcount,1
wiki/Pope_Francis,1
wiki/POPFile,1
wiki/PopFly,1
wiki/Poplog,1
wiki/Population_pyramid,1
wiki/Population_variance,1
wiki/Pop-up_ad,1
wiki/Pop-up_notification,1
wiki/Pornophonique,1
wiki/Port_Control_Protocol,1
wiki/Portability_(software),1
wiki/Portable%5FExecutable,1
wiki/Portable_Application_Description,1
wiki/Portable_applications,1
wiki/Portable_bitmap_format,1
wiki/Portable_character_set,1
wiki/Portable_Compiled_Format,1
wiki/Portable_Distributed_Objects,1
wiki/Portable_Executable_Format,1
wiki/Portable_Graymap_File_Format,1
wiki/Portable_object_%28computing%29,1
wiki/Portable_Unique_IDentifier,1
wiki/Portage_(software),1
wiki/Portal:Abk%C3%BCrzungen/Gebr%C3%A4uchliche_Abk%C3%BCrzungen,1
wiki/Portal:Computer_Science,1
wiki/Portal:Computer_security,1
wiki/Portal:Current_events,1
wiki/Portal:Current_events/2012_November_25,1
wiki/Portal:Current_events/Sports,1
wiki/Portal:Mathematics,1
wiki/Portal:Mathematics/Did_you_know/1,1
wiki/Portal:Science,1
wiki/Portal_rendering,1
wiki/PortAudio,1
wiki/Porter-Duff,1
wiki/Porter-Duff_Composition,1
wiki/Portland_Project,1
wiki/Portmanteau_test,1
wiki/PortMidi,1
wiki/Portuguese_keyboard_layout,1
wiki/POS_tagger,1
wiki/Poser,1
wiki/Poshlib,1
wiki/Position_angle,1
wiki/Positional_numeral_system,1
wiki/Positional_system,1
wiki/Positional_voting_system,1
wiki/Position-independent_code%20PIC,1
wiki/Positive_and_negative_predictive_values,1
wiki/Positive_definite_function,1
wiki/Positive_likelihood_ratio,1
wiki/Positive_statement,1
wiki/Positive-definite_kernel,1
wiki/Positive-semidefinite_matrix,1
wiki/Possessive_case,1
wiki/POSSL,1
wiki/Post,1
wiki/Post%E2%80%93Turing_machine,1
wiki/POST_%28HTTP%2,1
wiki/Post_hoc_analysis,1
wiki/Post_hoc_ergo_propter_hoc,1
wiki/Post_processor,1
wiki/Post_system,1
wiki/Postage_stamp_problem,1
wiki/Postal_address,1
wiki/Postal_code%20%29,1
wiki/Postal_codes_in_Bermuda,1
wiki/Postal_codes_in_Germany,1
wiki/Postal_codes_in_Singapore,1
wiki/Postal_codes_in_Switzerland_and_Liechtenstein,1
wiki/Postal_codes_in_the_Republic_of_Ireland,1
wiki/Postal_Index_Number,1
wiki/Postcodes_in_Australia,1
wiki/Postcodes_in_New_Zealand,1
wiki/Postel,1
wiki/Postfix_%28software%29,1
wiki/Postfix_notation,1
wiki/Postgres,1
wiki/Postident,1
wiki/Post-it_note,1
wiki/Postmodernism_Generator,1
wiki/POSTNET,1
wiki/PostNuke,1
wiki/Post-office_box,1
wiki/Post-order%5Ftraversal,1
wiki/Postposition,1
wiki/Post-production,1
wiki/POSXML,1
wiki/Potasium,1
wiki/Potential,1
wiki/Poti,1
"wiki/Poughkeepsie,_New_York",1
wiki/POVM,1
wiki/Povray,1
wiki/Powell,1
wiki/Power_(physics),1
wiki/Power_analysis,1
wiki/Power_line_communication,1
wiki/Power_Mac_G5,1
wiki/Power_Management_Bus,1
wiki/Power_of_a_point,1
wiki/Power_Pivot,1
wiki/Power_supply_unit_(computer),1
wiki/Power_symbol,1
wiki/POWER6,1
wiki/POWER8,1
wiki/PowerBook,1
wiki/Powercfg,1
wiki/PowerPC_600,1
wiki/PowerPC_A2,1
wiki/PowerPC_e200,1
wiki/PowerPC_e500,1
wiki/PowerPlant,1
wiki/Powers_of_two,1
wiki/Power-up,1
wiki/Powerwall,1
wiki/POW-R,1
wiki/Ppc,1
wiki/Ppc64,1
wiki/Ppi,1
wiki/PPT_format,1
wiki/Prachalit_Nepal_alphabet,1
wiki/Practical_Common_Lisp,1
wiki/PragmataPro,1
wiki/Pragmatic_Programmer,1
wiki/Pragmatic_Programmers,1
wiki/Prague,1
wiki/Pramati_Technologies,1
wiki/Pratt_&_Whitney_F100,1
wiki/Pratt_&_Whitney_F119,1
wiki/Pratt_&_Whitney_PW2000,1
wiki/Precautionary_principle,1
wiki/Precedence,1
wiki/Precession_of_the_equinoxes,1
wiki/Precipitation,1
wiki/Precipitation_(meteorology),1
wiki/Precision_%28computer_science%29,1
wiki/Precision_%28information_retrieval%29,1
wiki/Precision_(information_retrieval),1
wiki/Precision_vs._accuracy,1
wiki/Precompiler,1
wiki/Precomputation,1
wiki/Precomputed_Radiance_Transfer,1
wiki/Preconditions,1
wiki/Predicate_%28grammar%2,1
wiki/Predicate_%28grammar%29,1
wiki/Predicate_%28logic%29,1
wiki/Predicate_calculus,1
wiki/Predictable_serial_number_attack,1
wiki/Predictive_dialer,1
wiki/Predictive_modeling,1
wiki/Predictive_text,1
wiki/Pre-emptive_multitasking,1
wiki/Preference_(economics),1
wiki/Preferred_Executable_Format,1
wiki/Prefetch_input_queue,1
wiki/Prefetching,1
wiki/Prefix_grammar,1
wiki/Prefix-free_code,1
wiki/Prefuse,1
wiki/Prehistorik_2,1
wiki/Pre-installed_software,1
wiki/Preload_%28software%29,1
wiki/Premier_Election_Solutions,1
wiki/Premium-rate_telephone_number,1
wiki/Prenex_normal_form,1
wiki/Preorder_traversal,1
wiki/Prepress,1
wiki/Prescaler,1
wiki/Presence_information,1
wiki/PRESENT_%28cipher%29,1
wiki/Presentation_time_stamp,1
wiki/Pre-shared_key,1
wiki/President_of_Russia,1
wiki/PrestaShop,1
wiki/Presupposition,1
wiki/Preview_(Mac_OS),1
wiki/Prezi,1
wiki/Price_comparison_service,1
wiki/Price_discrimination,1
wiki/Prim_algorithm,1
wiki/Primality,1
wiki/Primality_testing,1
wiki/Primality_tests,1
wiki/Primary_colors,1
wiki/Prime,1
wiki/Prime_Counting,1
wiki/Prime_element,1
wiki/Prime_number_theorem%22prime%20number%20theorem%22,1
wiki/Prime_symbol,1
wiki/Prime_testing,1
wiki/Primecoin,1
wiki/Primes,1
wiki/Primitive,1
wiki/Primitive_element_%28finite_field%29,1
wiki/Primitive_element_(finite_field),1
wiki/Primitive_recursive_functional,1
wiki/Primitive_types,1
wiki/PRIMOS,1
wiki/Primum_non_nocere,1
wiki/Prince,1
wiki/Prince%20of%20Persia,1
wiki/Prince_(musician),1
wiki/Prince_David_of_Georgia,1
wiki/Prince_of_Persia,1
wiki/PRINCE2,1
wiki/Principal_(computer_security),1
wiki/Principal_component_regression,1
wiki/Principal_curvature,1
wiki/Principal_ideal_domain,1
wiki/Principal_ideal_ring,1
wiki/Principal_investigator,1
wiki/Principal-agent_problem,1
wiki/Principle_Component_Analysis,1
wiki/Principle_components_analysis,1
wiki/Principle_of_bivalence,1
wiki/Principle_of_contradiction,1
wiki/Principle_of_distributivity,1
wiki/Principle_of_good_enough,1
wiki/Principle_of_inclusion-exclusion,1
wiki/Principle_of_indifference,1
wiki/Principle_of_marginality,1
wiki/Principle_of_optimality,1
wiki/Principle_of_sufficient_reason,1
wiki/Print_Gallery_(M._C._Escher),1
wiki/Print_screen,1
wiki/Printed_circuit_board,1
wiki/Printer_control_language,1
wiki/Printing,1
wiki/Priority_queue%29,1
wiki/PRiSM,1
wiki/Prism_%28geometry%29,1
wiki/Prism_(geometry),1
wiki/Prism_(optics),1
wiki/PRISM_(surveillance_program),1
wiki/Private_Character_Editor,1
wiki/Private_information_retrieval,1
wiki/Private_IP_address,1
wiki/Private_key,1
wiki/Private_variables_and_methods,1
wiki/Privilege_(computing),1
wiki/Probabilistic_logic,1
wiki/Probabilistic_logic_network,1
wiki/Probabilistic_neural_network,1
wiki/Probabilistic_relevance_model_%28BM25%29,1
wiki/Probabilistic_roadmap,1
wiki/Probabilistic_roadmap_method,1
wiki/Probabilistic_Turing_machine,1
wiki/Probabilistically_checkable_proof,1
wiki/Probability_amplitude,1
wiki/Probability_plot,1
wiki/Probability_tree,1
wiki/Probability_vector,1
wiki/Probability-generating_function,1
wiki/Probit_function,1
wiki/Probit_regression,1
wiki/Problem-based_learning,1
wiki/Procedural_memories,1
wiki/Procedure_(computer_science),1
wiki/Procedure_(term),1
wiki/Process_calculi,1
wiki/Process_control_daemon,1
wiki/Process_Hazard_Analysis,1
wiki/Process_identifier1.2,1
wiki/Process_states,1
wiki/Process_table,1
wiki/Process-data_diagram,1
wiki/Processor_architecture,1
wiki/Processor_book,1
wiki/Processor_design,1
wiki/Processor_registers,1
wiki/Processor_Serial_Number,1
wiki/Processus_autor%C3%A9gressif,1
wiki/ProComm,1
wiki/Procrustes_superimposition,1
wiki/Procrustes_transformation,1
wiki/Procter_&_Gamble,1
wiki/Product_activation,1
wiki/Product_design,1
wiki/Product_feed,1
wiki/Product_information_management,1
wiki/Product_key,1
wiki/Product_life_cycle_management,1
wiki/Product_owner,1
wiki/Product_requirements_document,1
wiki/Product_rule,1
wiki/Production_%28computer_science%29,1
wiki/Profanity_filter,1
wiki/Professional,1
wiki/Professional_Developers_Conference,1
wiki/Professional_Tax,1
wiki/Profile_%28UML%29,1
wiki/Profiling_,1
wiki/Profiling_(software),1
wiki/Profit_maximization,1
wiki/Program,1
wiki/Program_Evaluation_and_Review_Technique/http://en.wikipedia.org/wiki/Critical_path_method,1
wiki/Program_flow,1
wiki/Program_loop,1
wiki/Program_refinement,1
wiki/Program_Specific_Information,1
wiki/Program_specification,1
wiki/Program_state,1
wiki/Program_verification,1
wiki/Programmable_calculator,1
wiki/Programmable_Logic_Array,1
wiki/Programmable_logic_device,1
wiki/Programmation_synchrone,1
wiki/Programmer,1
wiki/Programmer_(hardware),1
wiki/Programming,1
wiki/Programming_by_demonstration,1
wiki/Programming_by_example,1
wiki/Programming_Computable_Functions,1
wiki/Programming_game,1
wiki/Programming_idioms,1
wiki/Programming_language_for_Computable_Functions,1
wiki/Programming_language_generations,1
wiki/Programming_language_semantics,1
wiki/Programming_library,1
wiki/Programming_Pearls,1
wiki/Programming_Perl,1
wiki/Programming_the_Z80,1
wiki/Programming_tool,1
wiki/Progress_4GL,1
wiki/Progress_bar,1
wiki/Progress_in_artificial_intelligence,1
wiki/Progress_Software,1
wiki/Progressive_enhancement1,1
wiki/Progressive_tax,1
wiki/ProGuard_(software),1
wiki/Project.net,1
wiki/Project_Analyzer,1
wiki/Project_Denver,1
wiki/Project_DReaM,1
wiki/Project_governance,1
wiki/Project_Jersey,1
wiki/Project_Loon,1
wiki/Project_Management_Institute,1
wiki/Project_manager,1
wiki/Project_Mercury,1
wiki/Project_Natal,1
wiki/Project_Object_Model,1
wiki/Project_Trillian,1
wiki/Projected_area,1
wiki/Projection_%28mathematics%29,1
wiki/Projection_(linear_algebra),1
wiki/Projection_(mathematics),1
wiki/Projection_affine,1
wiki/Projection_orthographique,1
wiki/Projection-slice_theorem,1
wiki/Projective_transformations,1
wiki/Projectively_extended_real_line,1
wiki/Projectivity,1
wiki/Project-Open,1
wiki/Prolate_spheroid,1
wiki/Proleptic_Julian_calendar,1
wiki/Promise_problem,1
"wiki/Promises,_Promises_%28musical%29",1
wiki/Promotion_(chess),1
wiki/Pronic_number,1
wiki/Prony%27s_method,1
wiki/Proof_by_exhaustion,1
wiki/Proof_compression,1
wiki/Proof_of_work,1
wiki/Proof_that_,1
wiki/Proof-of-work,1
wiki/Proofs_from_THE_BOOK,1
wiki/Proofs_of_Fermat%27s_little_theorem,1
wiki/Proofs_of_Fermat%27s_theorem_on_sums_of_two_squares,1
wiki/Propagation_constraint,1
wiki/Proper_noun,1
wiki/Proper_subset,1
wiki/Proper_transfer_function,1
wiki/Properties_file,1
wiki/Property_Specification_Language,1
wiki/Proportional_%E2%80%A6,1
wiki/Proportional_control,1
wiki/Proportional_fonts,1
wiki/Proportional_hazards_models,1
wiki/Proportional_representation,1
wiki/Proportionality_%28mathematics%29,1
wiki/Proportionally_fair,1
wiki/Proposed_top-level_domain,1
wiki/Propositional_directed_acyclic_graph,1
wiki/Propp,1
wiki/ProRat,1
wiki/Prosody_%28linguistics%29,1
wiki/Protagoras,1
wiki/Protected_Media_Path,1
wiki/Protected_memory,1
wiki/Protectorate,1
wiki/Protein_Data_Bank_%28file_format%29,1
wiki/Protein_Data_Bank_(file_format),1
wiki/Proteinogenic_amino_acid,1
wiki/Proteomics,1
wiki/Protobuf,1
wiki/Protocol_%28computing%29,1
wiki/Protocol_(diplomacy),1
wiki/Protocole_MESI,1
wiki/Protocolo_de_transferencia_de_hipertexto,1
wiki/Proton,1
wiki/Proton_nuclear_magnetic_resonance,1
wiki/Protothreads,1
wiki/Prototyp_(Entwurfsmuster),1
wiki/Prototype,1
wiki/Prototype_%28computer_science%29,1
wiki/Prototype_based,1
wiki/Prototype-based_languages,1
wiki/Prototype-oriented_programming,1
wiki/Protovis,1
wiki/Provably_secure_cryptographic_hash_function,1
wiki/Provence-Alpes-C%C3%B4te_d,1
wiki/Province_of_Ferrara,1
wiki/Provinces_of_Argentina,1
wiki/Provinces_of_Belgium,1
wiki/Provinces_of_Indonesia,1
wiki/Provinces_of_South_Africa,1
wiki/Provinces_of_Turkey,1
wiki/Provinces_of_Vietnam,1
wiki/Provisioning,1
wiki/Proximity_marketing,1
wiki/Proximity_search_%28text%29,1
wiki/Proximity_sensor,1
wiki/Proxy_design_pattern,1
wiki/Proxy_Mobile_IP,1
wiki/Proxy-based_estimating,1
wiki/PS2_Linux,1
wiki/Psake,1
wiki/PSE-36,1
wiki/Pseudo-,1
wiki/Pseudo_inverse,1
wiki/Pseudo-Boolean_function,1
wiki/Pseudo-code,1
wiki/Pseudocount,1
wiki/Pseudoforest,1
wiki/Pseudo-LRU,1
wiki/Pseudonymization,1
wiki/Pseudo-random,1
wiki/Pseudorandom%5Fnumber%5Fgenerator,1
wiki/Pseudorandom_binary_sequence,1
wiki/Pseudorandom_generator,1
wiki/Pseudorandom_generator_theorem,1
wiki/Pseudovector,1
wiki/PSOS_%28real-time_operating_system%29,1
wiki/PST,1
wiki/Psychological_nativism,1
wiki/Psychology,1
wiki/Psychology_of_programming,1
wiki/Psychomotor_vigilance_task,1
wiki/Psyco,1
wiki/PT_Sans,1
wiki/PTAS_reduction,1
wiki/PTC_Integrity,1
wiki/PTIME,1
wiki/PTPd,1
wiki/PTR_Record,1
wiki/Ptz_camera,1
wiki/public_company,1
wiki/Public_copyright_license,1
wiki/Public_Domain_Resource,1
wiki/Public_holidays_in_France,1
wiki/Public_holidays_in_Turkey,1
wiki/Public_identifier,1
wiki/Public_transport_timetable,1
wiki/PubSub,1
wiki/Puducherry,1
wiki/Puerto_Rico_%28board_game%29,1
wiki/Pugs,1
wiki/Puli_Joodam,1
wiki/Pull_quote,1
wiki/Pull_Up_refactoring,1
wiki/Pullback_%28category_theory%29,1
wiki/Pulp_Fiction,1
wiki/Pulse_%28signal_processing%29,1
wiki/Pulse_(music),1
wiki/Pulse_dialing,1
wiki/Pulse_oximetry,1
wiki/Pulse_position_modulation,1
wiki/Pulse_wave,1
wiki/Pulse_width_modulation,1
wiki/Pulse-density_modulation,1
wiki/Pulse-frequency_modulation,1
wiki/Pulse-per-second_signal,1
wiki/Pun,1
wiki/Punched_tape,1
wiki/Punctuation_(chess),1
wiki/PunkBuster,1
wiki/Punnett_square,1
wiki/Punxsutawney_Phil,1
wiki/Pupillary_distance,1
wiki/Puppet,1
wiki/Purchase_and_Sale_Agreement,1
wiki/Pure_%28programming_language%29,1
wiki/Pure_functional_language,1
wiki/Pure_strategy,1
wiki/Pure_tone,1
wiki/Pure_virtual_function,1
wiki/Pure_virtual_method,1
wiki/PureBasic,1
wiki/Puredata,1
wiki/Push%5Ftechnology,1
wiki/Push%E2%80%93pull_output,1
wiki/Pushforward_measure,1
wiki/Pushout_%28category_theory%29,1
wiki/PUT_%28HTTP%29,1
wiki/Putnam_model,1
wiki/PVDasm,1
wiki/PVM,1
wiki/PVS-Studio,1
wiki/P-wave,1
wiki/PWB/UNIX,1
wiki/Pwn,1
wiki/Pwn2Own,1
wiki/Pwnd,1
wiki/Pycassa,1
wiki/Pyglet,1
wiki/Pyjamas_(software),1
wiki/Pylons,1
wiki/Pylons_%28web_framework%29,1
wiki/Pyramid_%28web_framework%29,1
wiki/Pyramidal_number,1
wiki/Pyrex_%28programming_language%29,1
wiki/Pyrrhic_victory,1
wiki/Pystar,1
wiki/Pythagoras%E2%80%99_theorem,1
wiki/Pythagoras_theorem,1
wiki/Pythagoras_tree_(fractal),1
wiki/Pythagorean_means,1
wiki/Pythagorean_prime,1
wiki/Pythagorean_triplets,1
wiki/Python%5F%28programming%5Flanguage%29,1
wiki/Python_for_S60,1
wiki/Python_Package_Index,1
wiki/Python_Project_Index,1
wiki/Python_Server_Pages,1
wiki/Pythonic,1
wiki/PyUSB,1
wiki/Q,1
wiki/Q.E.D.,1
wiki/Q_%28programming_language_from_Kx_Systems%29,1
wiki/Q_&_A_(software),1
wiki/Q_(James_Bond),1
